zone	timeslot	price
LT	20260307-0500	97.09
PT	20260307-1600	73.87
PT	20260307-1200	40.37
PT	20260307-2200	117.2
PT	20260307-0300	56.57
PT	20260307-2000	214.44
PT	20260307-0800	72.38
PT	20260307-1900	215.9
PT	20260307-2100	203.93
PT	20260307-1800	138.68
PT	20260307-0900	45.52
PT	20260307-0000	83.72
PT	20260307-2300	117.2
PT	20260307-1000	41.67
PT	20260307-1100	40.37
PT	20260307-0200	70.92
PT	20260307-1700	117.2
PT	20260307-0400	57
PT	20260307-1400	47.99
PT	20260307-1300	43.23
PT	20260307-0600	83.37
PT	20260307-0700	83.37
PT	20260307-1500	49.49
PT	20260307-0100	74.69
PT	20260307-0500	71.6
NO2	20260307-1600	123.37
NO2	20260307-1200	72.82
NO2	20260307-2200	118.64
NO2	20260307-0300	118.64
NO2	20260307-2000	123.37
NO2	20260307-0800	109.54
NO2	20260307-1900	123.37
NO2	20260307-2100	118.64
NO2	20260307-1800	123.37
NO2	20260307-0900	90.75
NO2	20260307-0000	117.95
NO2	20260307-2300	121.97
NO2	20260307-1000	84.83
NO2	20260307-1100	72.82
NO2	20260307-0200	117.68
NO2	20260307-1700	123.37
NO2	20260307-0400	118.64
NO2	20260307-1400	105.49
NO2	20260307-1300	84.18
NO2	20260307-0600	118.64
NO2	20260307-0700	117.95
NO2	20260307-1500	117.68
NO2	20260307-0100	117.95
NO2	20260307-0500	117.68
LV	20260307-1600	117.2
LV	20260307-1200	9.5
LV	20260307-2200	114.03
LV	20260307-0300	76.25
LV	20260307-2000	117.2
LV	20260307-0800	9.5
LV	20260307-1900	117.2
LV	20260307-2100	83.37
LV	20260307-1800	117.2
LV	20260307-0900	15.75
LV	20260307-0000	72.24
LV	20260307-2300	75.34
LV	20260307-1000	9.5
LV	20260307-1100	9.5
LV	20260307-0200	75.72
LV	20260307-1700	117.2
LV	20260307-0400	76.25
LV	20260307-1400	83.37
LV	20260307-1300	39.66
LV	20260307-0600	75.34
LV	20260307-0700	9.5
LV	20260307-1500	103.17
LV	20260307-0100	72.23
LV	20260307-0500	97.09
NL	20260307-1600	117.2
NL	20260307-1200	91.74
NL	20260307-2200	116.14
NL	20260307-0300	103.17
NL	20260307-2000	117.2
NL	20260307-0800	103.17
NL	20260307-1900	103.17
NL	20260307-2100	117.2
NL	20260307-1800	117.2
NL	20260307-0900	103.17
NL	20260307-0000	107.16
NL	20260307-2300	117.2
NL	20260307-1000	101.41
NL	20260307-1100	91.74
NL	20260307-0200	103.17
NL	20260307-1700	117.2
NL	20260307-0400	103.17
NL	20260307-1400	101.41
NL	20260307-1300	91.74
NL	20260307-0600	110.55
NL	20260307-0700	103.17
NL	20260307-1500	103.17
NL	20260307-0100	103.17
NL	20260307-0500	103.17
NO5	20260307-1600	107.9
NO5	20260307-1200	68.65
NO5	20260307-2200	98.38
NO5	20260307-0300	98.38
NO5	20260307-2000	111.76
NO5	20260307-0800	93.14
NO5	20260307-1900	105.07
NO5	20260307-2100	98.38
NO5	20260307-1800	111.76
NO5	20260307-0900	82.31
NO5	20260307-0000	97.98
NO5	20260307-2300	101.14
NO5	20260307-1000	78.39
NO5	20260307-1100	68.65
NO5	20260307-0200	97.59
NO5	20260307-1700	111.76
NO5	20260307-0400	98.38
NO5	20260307-1400	87.48
NO5	20260307-1300	75.2
NO5	20260307-0600	98.38
NO5	20260307-0700	97.98
NO5	20260307-1500	97.59
NO5	20260307-0100	97.98
NO5	20260307-0500	97.59
BE	20260307-1600	101.84
BE	20260307-1200	64.8
BE	20260307-2200	103.17
BE	20260307-0300	92.85
BE	20260307-2000	105.48
BE	20260307-0800	97.68
BE	20260307-1900	110.18
BE	20260307-2100	103.17
BE	20260307-1800	117.2
BE	20260307-0900	84.99
BE	20260307-0000	102.76
BE	20260307-2300	95.46
BE	20260307-1000	82.2
BE	20260307-1100	64.8
BE	20260307-0200	102.34
BE	20260307-1700	117.2
BE	20260307-0400	103.17
BE	20260307-1400	82.57
BE	20260307-1300	70.97
BE	20260307-0600	103.17
BE	20260307-0700	103.17
BE	20260307-1500	92.11
BE	20260307-0100	102.76
BE	20260307-0500	92.11
RO	20260307-1600	145.01
RO	20260307-1200	5.39
RO	20260307-2200	117.2
RO	20260307-0300	111.43
RO	20260307-2000	117.2
RO	20260307-0800	8.06
RO	20260307-1900	117.2
RO	20260307-2100	117.2
RO	20260307-1800	140.64
RO	20260307-0900	5.39
RO	20260307-0000	117.2
RO	20260307-2300	103.43
RO	20260307-1000	5.39
RO	20260307-1100	5
RO	20260307-0200	111.09
RO	20260307-1700	155.83
RO	20260307-0400	111.15
RO	20260307-1400	67.73
RO	20260307-1300	6.17
RO	20260307-0600	83.37
RO	20260307-0700	9.5
RO	20260307-1500	117.2
RO	20260307-0100	111.09
RO	20260307-0500	102.34
DK2	20260307-1600	117.2
DK2	20260307-1200	68.9
DK2	20260307-2200	114.03
DK2	20260307-0300	103.17
DK2	20260307-2000	117.2
DK2	20260307-0800	91.74
DK2	20260307-1900	117.2
DK2	20260307-2100	117.2
DK2	20260307-1800	138.68
DK2	20260307-0900	74.69
DK2	20260307-0000	107.16
DK2	20260307-2300	117.2
DK2	20260307-1000	67.03
DK2	20260307-1100	103.17
DK2	20260307-0200	103.17
DK2	20260307-1700	123.37
DK2	20260307-0400	103.17
DK2	20260307-1400	91.74
DK2	20260307-1300	83.37
DK2	20260307-0600	91.74
DK2	20260307-0700	103.17
DK2	20260307-1500	103.17
DK2	20260307-0100	103.17
DK2	20260307-0500	97.09
BG	20260307-1600	145.01
BG	20260307-1200	5.39
BG	20260307-2200	117.2
BG	20260307-0300	111.43
BG	20260307-2000	117.2
BG	20260307-0800	8.06
BG	20260307-1900	117.2
BG	20260307-2100	117.2
BG	20260307-1800	140.64
BG	20260307-0900	5.39
BG	20260307-0000	117.2
BG	20260307-2300	103.43
BG	20260307-1000	5.39
BG	20260307-1100	5
BG	20260307-0200	111.09
BG	20260307-1700	155.83
BG	20260307-0400	111.15
BG	20260307-1400	67.73
BG	20260307-1300	6.17
BG	20260307-0600	83.37
BG	20260307-0700	9.5
BG	20260307-1500	117.2
BG	20260307-0100	111.09
BG	20260307-0500	102.34
IT-CSOUTH	20260307-1600	140.64
IT-CSOUTH	20260307-1200	123.8
IT-CSOUTH	20260307-2200	140.64
IT-CSOUTH	20260307-0300	140.64
IT-CSOUTH	20260307-2000	140.64
IT-CSOUTH	20260307-0800	140.64
IT-CSOUTH	20260307-1900	140.64
IT-CSOUTH	20260307-2100	140.64
IT-CSOUTH	20260307-1800	140.64
IT-CSOUTH	20260307-0900	140.64
IT-CSOUTH	20260307-0000	140.64
IT-CSOUTH	20260307-2300	140.64
IT-CSOUTH	20260307-1000	123.8
IT-CSOUTH	20260307-1100	123.8
IT-CSOUTH	20260307-0200	140.64
IT-CSOUTH	20260307-1700	140.64
IT-CSOUTH	20260307-0400	140.64
IT-CSOUTH	20260307-1400	139.44
IT-CSOUTH	20260307-1300	123.8
IT-CSOUTH	20260307-0600	140.64
IT-CSOUTH	20260307-0700	140.64
IT-CSOUTH	20260307-1500	140.64
IT-CSOUTH	20260307-0100	140.64
IT-CSOUTH	20260307-0500	140.64
CZ	20260307-1600	94.56
CZ	20260307-1200	10.5
CZ	20260307-2200	91.74
CZ	20260307-0300	91.74
CZ	20260307-2000	91.74
CZ	20260307-0800	16.18
CZ	20260307-1900	91.74
CZ	20260307-2100	91.74
CZ	20260307-1800	102.34
CZ	20260307-0900	12.5
CZ	20260307-0000	83.37
CZ	20260307-2300	83.37
CZ	20260307-1000	10.5
CZ	20260307-1100	10.5
CZ	20260307-0200	91.74
CZ	20260307-1700	102.34
CZ	20260307-0400	91.74
CZ	20260307-1400	57
CZ	20260307-1300	10.5
CZ	20260307-0600	91.74
CZ	20260307-0700	67.73
CZ	20260307-1500	67.73
CZ	20260307-0100	91.74
CZ	20260307-0500	91.74
NO3	20260307-1600	101.84
NO3	20260307-1200	64.8
NO3	20260307-2200	92.85
NO3	20260307-0300	92.85
NO3	20260307-2000	105.48
NO3	20260307-0800	87.91
NO3	20260307-1900	99.17
NO3	20260307-2100	92.85
NO3	20260307-1800	105.48
NO3	20260307-0900	77.69
NO3	20260307-0000	92.48
NO3	20260307-2300	95.46
NO3	20260307-1000	73.98
NO3	20260307-1100	64.8
NO3	20260307-0200	92.11
NO3	20260307-1700	105.48
NO3	20260307-0400	92.85
NO3	20260307-1400	91.74
NO3	20260307-1300	78.86
NO3	20260307-0600	92.85
NO3	20260307-0700	92.48
NO3	20260307-1500	92.11
NO3	20260307-0100	92.48
NO3	20260307-0500	92.11
NO1	20260307-1600	101.84
NO1	20260307-1200	64.8
NO1	20260307-2200	92.85
NO1	20260307-0300	92.85
NO1	20260307-2000	105.48
NO1	20260307-0800	87.91
NO1	20260307-1900	99.17
NO1	20260307-2100	92.85
NO1	20260307-1800	105.48
NO1	20260307-0900	77.69
NO1	20260307-0000	92.48
NO1	20260307-2300	95.46
NO1	20260307-1000	73.98
NO1	20260307-1100	64.8
NO1	20260307-0200	92.11
NO1	20260307-1700	105.48
NO1	20260307-0400	92.85
NO1	20260307-1400	82.57
NO1	20260307-1300	70.97
NO1	20260307-0600	92.85
NO1	20260307-0700	92.48
NO1	20260307-1500	92.11
NO1	20260307-0100	92.48
NO1	20260307-0500	92.11
DE_LU	20260307-1600	117.2
DE_LU	20260307-1200	40.37
DE_LU	20260307-2200	116.14
DE_LU	20260307-0300	103.17
DE_LU	20260307-2000	117.2
DE_LU	20260307-0800	91.74
DE_LU	20260307-1900	128.62
DE_LU	20260307-2100	117.2
DE_LU	20260307-1800	138.68
DE_LU	20260307-0900	74.69
DE_LU	20260307-0000	107.16
DE_LU	20260307-2300	117.2
DE_LU	20260307-1000	67.03
DE_LU	20260307-1100	40.37
DE_LU	20260307-0200	103.17
DE_LU	20260307-1700	123.37
DE_LU	20260307-0400	103.17
DE_LU	20260307-1400	91.74
DE_LU	20260307-1300	67.73
DE_LU	20260307-0600	117.2
DE_LU	20260307-0700	103.17
DE_LU	20260307-1500	103.17
DE_LU	20260307-0100	103.17
DE_LU	20260307-0500	117.2
SK	20260307-1600	101.84
SK	20260307-1200	57
SK	20260307-2200	92.85
SK	20260307-0300	92.85
SK	20260307-2000	105.48
SK	20260307-0800	57
SK	20260307-1900	99.17
SK	20260307-2100	92.85
SK	20260307-1800	105.48
SK	20260307-0900	17.49
SK	20260307-0000	92.48
SK	20260307-2300	95.46
SK	20260307-1000	18.71
SK	20260307-1100	14.04
SK	20260307-0200	92.11
SK	20260307-1700	105.48
SK	20260307-0400	92.85
SK	20260307-1400	82.57
SK	20260307-1300	64.7
SK	20260307-0600	92.85
SK	20260307-0700	92.48
SK	20260307-1500	92.11
SK	20260307-0100	92.48
SK	20260307-0500	92.11
EE	20260307-1600	117.2
EE	20260307-1200	9.5
EE	20260307-2200	75.34
EE	20260307-0300	75.34
EE	20260307-2000	75.34
EE	20260307-0800	9.5
EE	20260307-1900	103.4
EE	20260307-2100	75.34
EE	20260307-1800	98.22
EE	20260307-0900	15.75
EE	20260307-0000	39.66
EE	20260307-2300	75.34
EE	20260307-1000	9.5
EE	20260307-1100	9.5
EE	20260307-0200	75.34
EE	20260307-1700	75.34
EE	20260307-0400	75.34
EE	20260307-1400	75.34
EE	20260307-1300	39.66
EE	20260307-0600	75.34
EE	20260307-0700	9.5
EE	20260307-1500	103.17
EE	20260307-0100	39.66
EE	20260307-0500	75.34
SE4	20260307-1600	117.2
SE4	20260307-1200	68.9
SE4	20260307-2200	114.03
SE4	20260307-0300	76.25
SE4	20260307-2000	117.2
SE4	20260307-0800	61.35
SE4	20260307-1900	117.2
SE4	20260307-2100	117.2
SE4	20260307-1800	117.2
SE4	20260307-0900	59.15
SE4	20260307-0000	72.24
SE4	20260307-2300	91.72
SE4	20260307-1000	67.03
SE4	20260307-1100	103.17
SE4	20260307-0200	75.72
SE4	20260307-1700	117.2
SE4	20260307-0400	76.25
SE4	20260307-1400	91.74
SE4	20260307-1300	83.37
SE4	20260307-0600	91.74
SE4	20260307-0700	87.15
SE4	20260307-1500	103.17
SE4	20260307-0100	72.23
SE4	20260307-0500	97.09
SI	20260308-1800	117.2
SI	20260308-1300	6.17
SI	20260308-2300	67.73
SI	20260308-0200	102.34
SI	20260308-0900	6.17
SI	20260308-0100	102.34
SI	20260308-0800	8.97
SI	20260308-1500	113.35
SI	20260308-2200	102.34
SI	20260308-1700	117.2
SI	20260308-0600	83.37
SI	20260308-2000	117.2
SI	20260308-2100	113.39
SI	20260308-0700	12.57
SI	20260308-1200	5.39
SI	20260308-1000	5.39
SI	20260308-0500	102.34
SI	20260308-1100	5.39
SI	20260308-1600	117.2
SI	20260308-0300	102.34
SI	20260308-0400	102.34
SI	20260308-1900	117.2
SI	20260308-0000	102.34
SI	20260308-1400	67.73
ES	20260308-1800	205.71
ES	20260308-1300	40.49
ES	20260308-2300	117.2
ES	20260308-0200	83.37
ES	20260308-0900	44.05
ES	20260308-0100	103.17
ES	20260308-0800	53.93
ES	20260308-1500	47.77
ES	20260308-2200	117.2
ES	20260308-1700	117.2
ES	20260308-0600	83.37
ES	20260308-2000	215.16
ES	20260308-2100	204.7
ES	20260308-0700	77.01
ES	20260308-1200	39.95
ES	20260308-1000	40.6
ES	20260308-0500	83.37
ES	20260308-1100	39.95
ES	20260308-1600	56.32
ES	20260308-0300	83.37
ES	20260308-0400	83.37
ES	20260308-1900	215.9
ES	20260308-0000	110.88
ES	20260308-1400	43.8
GR	20260308-1800	117.2
GR	20260308-1300	6.17
GR	20260308-2300	83.37
GR	20260308-0200	102.34
GR	20260308-0900	1
GR	20260308-0100	102.34
GR	20260308-0800	6.17
GR	20260308-1500	113.35
GR	20260308-2200	102.34
GR	20260308-1700	140.64
GR	20260308-0600	83.37
GR	20260308-2000	117.2
GR	20260308-2100	113.39
GR	20260308-0700	6.17
GR	20260308-1200	5.39
GR	20260308-1000	5.39
GR	20260308-0500	102.34
GR	20260308-1100	5.39
GR	20260308-1600	117.2
GR	20260308-0300	102.34
GR	20260308-0400	102.34
GR	20260308-1900	117.2
GR	20260308-0000	102.34
GR	20260308-1400	67.73
IT-CNORTH	20260308-1800	140.64
IT-CNORTH	20260308-1300	123.8
IT-CNORTH	20260308-2300	140.64
IT-CNORTH	20260308-0200	140.64
IT-CNORTH	20260308-0900	138.04
IT-CNORTH	20260308-0100	140.64
IT-CNORTH	20260308-0800	140.64
IT-CNORTH	20260308-1500	140.64
IT-CNORTH	20260308-2200	140.64
IT-CNORTH	20260308-1700	140.64
IT-CNORTH	20260308-0600	140.64
IT-CNORTH	20260308-2000	140.64
IT-CNORTH	20260308-2100	140.64
IT-CNORTH	20260308-0700	140.64
IT-CNORTH	20260308-1200	123.8
IT-CNORTH	20260308-1000	123.8
IT-CNORTH	20260308-0500	140.64
IT-CNORTH	20260308-1100	123.8
IT-CNORTH	20260308-1600	140.64
IT-CNORTH	20260308-0300	140.64
IT-CNORTH	20260308-0400	140.64
IT-CNORTH	20260308-1900	140.64
IT-CNORTH	20260308-0000	140.64
IT-CNORTH	20260308-1400	123.8
HU	20260308-1800	118.82
HU	20260308-1300	6.17
HU	20260308-2300	83.37
HU	20260308-0200	102.34
HU	20260308-0900	6.17
HU	20260308-0100	102.34
HU	20260308-0800	8.97
HU	20260308-1500	113.35
HU	20260308-2200	102.34
HU	20260308-1700	144.47
HU	20260308-0600	83.37
HU	20260308-2000	117.2
HU	20260308-2100	113.39
HU	20260308-0700	12.57
HU	20260308-1200	5.39
HU	20260308-1000	5.39
HU	20260308-0500	102.34
HU	20260308-1100	5.39
HU	20260308-1600	117.2
HU	20260308-0300	102.34
HU	20260308-0400	102.34
HU	20260308-1900	117.2
HU	20260308-0000	102.34
HU	20260308-1400	67.73
IT-SOUTH	20260308-1800	140.64
IT-SOUTH	20260308-1300	123.8
IT-SOUTH	20260308-2300	140.64
IT-SOUTH	20260308-0200	140.64
IT-SOUTH	20260308-0900	138.04
IT-SOUTH	20260308-0100	140.64
IT-SOUTH	20260308-0800	140.64
IT-SOUTH	20260308-1500	140.64
IT-SOUTH	20260308-2200	140.64
IT-SOUTH	20260308-1700	140.64
IT-SOUTH	20260308-0600	140.64
IT-SOUTH	20260308-2000	140.64
IT-SOUTH	20260308-2100	140.64
IT-SOUTH	20260308-0700	140.64
IT-SOUTH	20260308-1200	123.8
IT-SOUTH	20260308-1000	123.8
IT-SOUTH	20260308-0500	140.64
IT-SOUTH	20260308-1100	123.8
IT-SOUTH	20260308-1600	140.64
IT-SOUTH	20260308-0300	140.64
IT-SOUTH	20260308-0400	140.64
IT-SOUTH	20260308-1900	140.64
IT-SOUTH	20260308-0000	140.64
IT-SOUTH	20260308-1400	123.8
IT-Sicily	20260308-1800	140.64
IT-Sicily	20260308-1300	123.8
IT-Sicily	20260308-2300	140.64
IT-Sicily	20260308-0200	140.64
IT-Sicily	20260308-0900	138.04
IT-Sicily	20260308-0100	140.64
IT-Sicily	20260308-0800	140.64
IT-Sicily	20260308-1500	140.64
IT-Sicily	20260308-2200	140.64
IT-Sicily	20260308-1700	140.64
IT-Sicily	20260308-0600	140.64
IT-Sicily	20260308-2000	140.64
IT-Sicily	20260308-2100	140.64
IT-Sicily	20260308-0700	140.64
IT-Sicily	20260308-1200	123.8
IT-Sicily	20260308-1000	123.8
IT-Sicily	20260308-0500	140.64
IT-Sicily	20260308-1100	123.8
IT-Sicily	20260308-1600	140.64
IT-Sicily	20260308-0300	140.64
IT-Sicily	20260308-0400	140.64
IT-Sicily	20260308-1900	140.64
IT-Sicily	20260308-0000	140.64
IT-Sicily	20260308-1400	123.8
IT-Sardinia	20260308-1800	140.64
IT-Sardinia	20260308-1300	123.8
IT-Sardinia	20260308-2300	140.64
IT-Sardinia	20260308-0200	140.64
IT-Sardinia	20260308-0900	121.49
IT-Sardinia	20260308-0100	140.64
IT-Sardinia	20260308-0800	135.64
IT-Sardinia	20260308-1500	140.64
IT-Sardinia	20260308-2200	140.64
IT-Sardinia	20260308-1700	140.64
IT-Sardinia	20260308-0600	140.64
IT-Sardinia	20260308-2000	140.64
IT-Sardinia	20260308-2100	140.64
IT-Sardinia	20260308-0700	140.64
IT-Sardinia	20260308-1200	123.8
IT-Sardinia	20260308-1000	112.5
IT-Sardinia	20260308-0500	140.64
IT-Sardinia	20260308-1100	123.8
IT-Sardinia	20260308-1600	140.64
IT-Sardinia	20260308-0300	140.64
IT-Sardinia	20260308-0400	140.64
IT-Sardinia	20260308-1900	140.64
IT-Sardinia	20260308-0000	140.64
IT-Sardinia	20260308-1400	123.8
RS	20260308-1800	118.82
RS	20260308-1300	6.17
RS	20260308-2300	83.37
RS	20260308-0200	102.34
RS	20260308-0900	6.17
RS	20260308-0100	102.34
RS	20260308-0800	8.97
RS	20260308-1500	113.35
RS	20260308-2200	102.34
RS	20260308-1700	144.47
RS	20260308-0600	83.37
RS	20260308-2000	117.2
RS	20260308-2100	113.39
RS	20260308-0700	12.57
RS	20260308-1200	5.39
RS	20260308-1000	5.39
RS	20260308-0500	102.34
RS	20260308-1100	5.39
RS	20260308-1600	117.2
RS	20260308-0300	102.34
RS	20260308-0400	102.34
RS	20260308-1900	117.2
RS	20260308-0000	102.34
RS	20260308-1400	67.73
DK1	20260308-1800	117.2
DK1	20260308-1300	118.84
DK1	20260308-2300	102.34
DK1	20260308-0200	103.17
DK1	20260308-0900	103.17
DK1	20260308-0100	103.17
DK1	20260308-0800	103.17
DK1	20260308-1500	102.34
DK1	20260308-2200	102.34
DK1	20260308-1700	117.2
DK1	20260308-0600	103.17
DK1	20260308-2000	103.17
DK1	20260308-2100	102.34
DK1	20260308-0700	102.34
DK1	20260308-1200	134.94
DK1	20260308-1000	103.17
DK1	20260308-0500	103.17
DK1	20260308-1100	134.94
DK1	20260308-1600	117.2
DK1	20260308-0300	103.17
DK1	20260308-0400	103.17
DK1	20260308-1900	117.2
DK1	20260308-0000	110.88
DK1	20260308-1400	91.74
CH	20260308-1800	120.06
CH	20260308-1300	63.94
CH	20260308-2300	109.2
CH	20260308-0200	103.17
CH	20260308-0900	71.09
CH	20260308-0100	103.17
CH	20260308-0800	91.74
CH	20260308-1500	102.34
CH	20260308-2200	117.2
CH	20260308-1700	117.2
CH	20260308-0600	103.17
CH	20260308-2000	117.2
CH	20260308-2100	117.2
CH	20260308-0700	102.34
CH	20260308-1200	60.99
CH	20260308-1000	64.24
CH	20260308-0500	103.17
CH	20260308-1100	57
CH	20260308-1600	117.2
CH	20260308-0300	103.17
CH	20260308-0400	103.17
CH	20260308-1900	117.72
CH	20260308-0000	110.88
CH	20260308-1400	83.37
SE1	20260308-1800	1
SE1	20260308-1300	57.49
SE1	20260308-2300	56.01
SE1	20260308-0200	1
SE1	20260308-0900	1
SE1	20260308-0100	1
SE1	20260308-0800	1
SE1	20260308-1500	1
SE1	20260308-2200	1
SE1	20260308-1700	1
SE1	20260308-0600	1
SE1	20260308-2000	1
SE1	20260308-2100	1
SE1	20260308-0700	1
SE1	20260308-1200	60.79
SE1	20260308-1000	1
SE1	20260308-0500	1
SE1	20260308-1100	55.88
SE1	20260308-1600	1
SE1	20260308-0300	1
SE1	20260308-0400	1
SE1	20260308-1900	1
SE1	20260308-0000	1
SE1	20260308-1400	55.48
NO4	20260308-1800	47.5
NO4	20260308-1300	34.44
NO4	20260308-2300	40.44
NO4	20260308-0200	27.93
NO4	20260308-0900	34.75
NO4	20260308-0100	26.24
NO4	20260308-0800	35.42
NO4	20260308-1500	44.88
NO4	20260308-2200	40.13
NO4	20260308-1700	46.82
NO4	20260308-0600	35.51
NO4	20260308-2000	43.19
NO4	20260308-2100	41.3
NO4	20260308-0700	36.37
NO4	20260308-1200	32.29
NO4	20260308-1000	32.09
NO4	20260308-0500	33.99
NO4	20260308-1100	32.45
NO4	20260308-1600	46.28
NO4	20260308-0300	30.6
NO4	20260308-0400	32.36
NO4	20260308-1900	45.91
NO4	20260308-0000	25.91
NO4	20260308-1400	40.08
SE3	20260308-1800	105.48
SE3	20260308-1300	106.96
SE3	20260308-2300	84.17
SE3	20260308-0200	92.11
SE3	20260308-0900	92.85
SE3	20260308-0100	92.11
SE3	20260308-0800	92.85
SE3	20260308-1500	82.68
SE3	20260308-2200	92.11
SE3	20260308-1700	105.48
SE3	20260308-0600	92.85
SE3	20260308-2000	92.11
SE3	20260308-2100	92.11
SE3	20260308-0700	92.11
SE3	20260308-1200	121.45
SE3	20260308-1000	92.85
SE3	20260308-0500	92.85
SE3	20260308-1100	121.45
SE3	20260308-1600	92.85
SE3	20260308-0300	92.11
SE3	20260308-0400	92.11
SE3	20260308-1900	92.11
SE3	20260308-0000	92.11
SE3	20260308-1400	82.57
FR	20260308-1800	140.64
FR	20260308-1300	40.49
FR	20260308-2300	109.2
FR	20260308-0200	83.37
FR	20260308-0900	44.05
FR	20260308-0100	103.17
FR	20260308-0800	53.93
FR	20260308-1500	47.77
FR	20260308-2200	117.2
FR	20260308-1700	117.2
FR	20260308-0600	83.37
FR	20260308-2000	117.2
FR	20260308-2100	117.2
FR	20260308-0700	77.01
FR	20260308-1200	39.95
FR	20260308-1000	40.6
FR	20260308-0500	75.63
FR	20260308-1100	39.95
FR	20260308-1600	56.32
FR	20260308-0300	74.75
FR	20260308-0400	74.81
FR	20260308-1900	137.58
FR	20260308-0000	110.88
FR	20260308-1400	43.8
FI	20260308-1800	12.91
FI	20260308-1300	9.5
FI	20260308-2300	15.64
FI	20260308-0200	5
FI	20260308-0900	9.5
FI	20260308-0100	5
FI	20260308-0800	9.5
FI	20260308-1500	9.5
FI	20260308-2200	9.5
FI	20260308-1700	9.5
FI	20260308-0600	9.5
FI	20260308-2000	12.82
FI	20260308-2100	12.56
FI	20260308-0700	6.17
FI	20260308-1200	9.5
FI	20260308-1000	9.5
FI	20260308-0500	6.17
FI	20260308-1100	9.5
FI	20260308-1600	9.5
FI	20260308-0300	5
FI	20260308-0400	6.17
FI	20260308-1900	12.63
FI	20260308-0000	5
FI	20260308-1400	9.5
PL	20260308-1800	91.74
PL	20260308-1300	56.57
PL	20260308-2300	83.37
PL	20260308-0200	91.74
PL	20260308-0900	6.17
PL	20260308-0100	91.74
PL	20260308-0800	56.57
PL	20260308-1500	91.74
PL	20260308-2200	91.74
PL	20260308-1700	91.74
PL	20260308-0600	91.74
PL	20260308-2000	91.74
PL	20260308-2100	91.74
PL	20260308-0700	67.73
PL	20260308-1200	50.11
PL	20260308-1000	5.39
PL	20260308-0500	91.74
PL	20260308-1100	5.39
PL	20260308-1600	91.74
PL	20260308-0300	91.74
PL	20260308-0400	91.74
PL	20260308-1900	91.74
PL	20260308-0000	91.74
PL	20260308-1400	83.37
IT-Calabria	20260308-1800	140.64
IT-Calabria	20260308-1300	123.8
IT-Calabria	20260308-2300	140.64
IT-Calabria	20260308-0200	140.64
IT-Calabria	20260308-0900	138.04
IT-Calabria	20260308-0100	140.64
IT-Calabria	20260308-0800	140.64
IT-Calabria	20260308-1500	140.64
IT-Calabria	20260308-2200	140.64
IT-Calabria	20260308-1700	140.64
IT-Calabria	20260308-0600	140.64
IT-Calabria	20260308-2000	140.64
IT-Calabria	20260308-2100	140.64
IT-Calabria	20260308-0700	140.64
IT-Calabria	20260308-1200	123.8
IT-Calabria	20260308-1000	123.8
IT-Calabria	20260308-0500	140.64
IT-Calabria	20260308-1100	123.8
IT-Calabria	20260308-1600	140.64
IT-Calabria	20260308-0300	140.64
IT-Calabria	20260308-0400	140.64
IT-Calabria	20260308-1900	140.64
IT-Calabria	20260308-0000	140.64
IT-Calabria	20260308-1400	123.8
AT	20260308-1800	120.06
AT	20260308-1300	63.94
AT	20260308-2300	109.2
AT	20260308-0200	103.17
AT	20260308-0900	71.09
AT	20260308-0100	103.17
AT	20260308-0800	91.74
AT	20260308-1500	102.34
AT	20260308-2200	117.2
AT	20260308-1700	120.06
AT	20260308-0600	103.17
AT	20260308-2000	117.2
AT	20260308-2100	117.2
AT	20260308-0700	102.34
AT	20260308-1200	60.99
AT	20260308-1000	64.24
AT	20260308-0500	103.17
AT	20260308-1100	57
AT	20260308-1600	117.2
AT	20260308-0300	103.17
AT	20260308-0400	103.17
AT	20260308-1900	117.72
AT	20260308-0000	110.88
AT	20260308-1400	83.37
SE2	20260308-1800	1
SE2	20260308-1300	98.96
SE2	20260308-2300	56.01
SE2	20260308-0200	1
SE2	20260308-0900	91.81
SE2	20260308-0100	1
SE2	20260308-0800	78.51
SE2	20260308-1500	86.51
SE2	20260308-2200	1
SE2	20260308-1700	56.49
SE2	20260308-0600	1
SE2	20260308-2000	1
SE2	20260308-2100	1
SE2	20260308-0700	63.7
SE2	20260308-1200	101.18
SE2	20260308-1000	99.72
SE2	20260308-0500	1
SE2	20260308-1100	102.69
SE2	20260308-1600	74.32
SE2	20260308-0300	1
SE2	20260308-0400	1
SE2	20260308-1900	1
SE2	20260308-0000	1
SE2	20260308-1400	94.66
IT-NORTH	20260308-1800	140.64
IT-NORTH	20260308-1300	123.8
IT-NORTH	20260308-2300	140.64
IT-NORTH	20260308-0200	140.64
IT-NORTH	20260308-0900	138.04
IT-NORTH	20260308-0100	140.64
IT-NORTH	20260308-0800	140.64
IT-NORTH	20260308-1500	140.64
IT-NORTH	20260308-2200	140.64
IT-NORTH	20260308-1700	140.64
IT-NORTH	20260308-0600	140.64
IT-NORTH	20260308-2000	140.64
IT-NORTH	20260308-2100	140.64
IT-NORTH	20260308-0700	140.64
IT-NORTH	20260308-1200	123.8
IT-NORTH	20260308-1000	123.8
